totalAmount,id,products,userId
{'N': '0'},{'S': 'ec1ab329-afaa-443b-9eac-c8be09ee135d'},"{'L': [{'M': {'productId': {'S': '94983fec-470b-4105-a113-d75830cce0ab'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': '89a8e8e3-f62b-4082-8105-3ad994fd94cd'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': 'fdfb3bc5-4684-478a-86c9-0e34a4db42f8'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': '1efaecf3-56fb-4abc-8fa6-8cc0520c15c3'}, 'quantity': {'N': '3'}}}]}",{'S': '6751b8e7-7daf-419e-8476-82f54dc99190'}
{'N': '0'},{'S': 'eee3463f-bb6b-4a12-8439-5bd367a0ee34'},"{'L': [{'M': {'productId': {'S': '56f03f7c-9111-44a3-bdd2-2457252034f3'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': '2ec90391-a901-4ece-92d6-8328e3546e24'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': 'fffdf35d-2ba9-41f3-823f-01cd094965e0'}, 'quantity': {'N': '2'}}}]}",{'S': '5bc36ac6-f5fb-4a54-89aa-0b6f41cf0942'}
{'N': '0'},{'S': '4f2c782f-4ecb-4541-a2ec-221095fbbfc7'},"{'L': [{'M': {'productId': {'S': '5d60a4e5-a052-4589-88c7-19fbf7745f98'}, 'quantity': {'N': '4'}}}]}",{'S': '2ea2c512-9b3f-4c2f-ae7c-f179621cccbc'}
{'N': '0'},{'S': 'b4fb4604-4593-4d6b-9f43-14c6c7b3ea48'},"{'L': [{'M': {'productId': {'S': '5d0f6935-d94f-44d4-95d0-fdab6b5b50a4'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': '94983fec-470b-4105-a113-d75830cce0ab'}, 'quantity': {'N': '3'}}}]}",{'S': '653b69e9-466b-45ea-8cf7-ee89572a1ce3'}
{'N': '0'},{'S': '4f0bcc3f-f753-4f69-bdcc-79c67aa4548d'},"{'L': [{'M': {'productId': {'S': '2d1345eb-d630-48a8-9307-0f71bc8380e8'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': 'fffdf35d-2ba9-41f3-823f-01cd094965e0'}, 'quantity': {'N': '2'}}}]}",{'S': '57eea59d-1136-462e-ae40-910e26f79168'}
{'N': '0'},{'S': '9ef08713-0ac0-4d7a-97dc-0e10ba60e9c9'},"{'L': [{'M': {'productId': {'S': 'cd8bfb4c-7cd2-42a4-9705-e6a35f1a79aa'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': '5d0f6935-d94f-44d4-95d0-fdab6b5b50a4'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': '8165bf7a-d3c7-466e-862d-babd9deb8001'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': 'ab8cd362-6dbd-4fd5-a2bc-6db57ec5b59d'}, 'quantity': {'N': '4'}}}]}",{'S': '888cc892-afd3-45e1-ab1c-ac98d58e934b'}
{'N': '0'},{'S': '6dd7146d-4b1c-49e6-9f4a-b0eb4583da09'},"{'L': [{'M': {'productId': {'S': '6557a4a9-c06b-4c43-9b81-16453ef20a13'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': '522f3760-5875-4712-978f-c00d37f03f27'}, 'quantity': {'N': '1'}}}]}",{'S': '4cd2f3df-56f4-49e8-a9c7-d1bda618ed57'}
{'N': '0'},{'S': '396af38f-382c-4552-a1bb-df5e3f13693e'},"{'L': [{'M': {'productId': {'S': 'e395da27-185b-4404-937e-82bec997c274'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': 'bb33bf85-ddab-4f2e-b186-e478c90ea1a9'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': '5d60a4e5-a052-4589-88c7-19fbf7745f98'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': '4e544aa2-9fb8-4fc3-9b5f-1efe995983b4'}, 'quantity': {'N': '3'}}}]}",{'S': '4075fafe-f429-4c45-961d-10d5e8bcc210'}
{'N': '0'},{'S': '68fcb41a-058b-4ee5-b3cf-7d4d25886937'},"{'L': [{'M': {'productId': {'S': '16fe8ae3-21de-41b7-8a9b-df461feff8b1'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': 'bb33bf85-ddab-4f2e-b186-e478c90ea1a9'}, 'quantity': {'N': '3'}}}]}",{'S': 'b6463b72-650f-46d8-8c6e-ccdd88a584b6'}
{'N': '0'},{'S': '9c60b54b-6843-4eae-856e-379be6447af8'},"{'L': [{'M': {'productId': {'S': '76877de1-cc00-4347-b4d9-57125e4cea2e'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': 'd24e729f-3111-4364-a3d2-210c5da3febb'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': '5d60a4e5-a052-4589-88c7-19fbf7745f98'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': 'c21a4257-afe6-4447-ab6a-d29618ee8d8d'}, 'quantity': {'N': '2'}}}]}",{'S': '57eea59d-1136-462e-ae40-910e26f79168'}
{'N': '0'},{'S': '685ebea2-d849-4490-a290-7614fd4d64ae'},"{'L': [{'M': {'productId': {'S': 'e339b9e2-729a-430d-9426-06ee042e242d'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': 'fdfb3bc5-4684-478a-86c9-0e34a4db42f8'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': '522f3760-5875-4712-978f-c00d37f03f27'}, 'quantity': {'N': '3'}}}]}",{'S': '887c38f2-7228-4ba9-ba30-0b057fea062b'}
{'N': '0'},{'S': 'f07b3fb2-3b9a-4c20-be1d-df0c18b5738e'},"{'L': [{'M': {'productId': {'S': '89a8e8e3-f62b-4082-8105-3ad994fd94cd'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': 'cfd91268-4da5-4fa7-ad23-4b8763477a2c'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': '16fe8ae3-21de-41b7-8a9b-df461feff8b1'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': '2d1345eb-d630-48a8-9307-0f71bc8380e8'}, 'quantity': {'N': '3'}}}]}",{'S': '653b69e9-466b-45ea-8cf7-ee89572a1ce3'}
{'N': '0'},{'S': '0995d613-3e93-4db8-84d8-51f01eb8c801'},"{'L': [{'M': {'productId': {'S': '16fe8ae3-21de-41b7-8a9b-df461feff8b1'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': 'fffdf35d-2ba9-41f3-823f-01cd094965e0'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': 'fdfb3bc5-4684-478a-86c9-0e34a4db42f8'}, 'quantity': {'N': '4'}}}]}",{'S': '4b02147f-fd02-46a8-9bd2-98bed9fe64c6'}
{'N': '0'},{'S': '4fbf3db2-07bf-489a-b1d3-02b4732e1ea1'},"{'L': [{'M': {'productId': {'S': 'bd884af0-b42a-45bb-b0b4-7156219caecd'}, 'quantity': {'N': '2'}}}]}",{'S': 'b6463b72-650f-46d8-8c6e-ccdd88a584b6'}
{'N': '0'},{'S': '6c8803be-2136-49ef-9a25-2fa2b4f71ee7'},"{'L': [{'M': {'productId': {'S': '8a9e5bda-ad32-47fd-842b-773c5c5b67f7'}, 'quantity': {'N': '4'}}}]}",{'S': '4cd2f3df-56f4-49e8-a9c7-d1bda618ed57'}
{'N': '0'},{'S': '0f61a3da-3eb7-4266-a37c-1f3918e0d249'},"{'L': [{'M': {'productId': {'S': 'bb33bf85-ddab-4f2e-b186-e478c90ea1a9'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': '56f03f7c-9111-44a3-bdd2-2457252034f3'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': 'bb33bf85-ddab-4f2e-b186-e478c90ea1a9'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': '5d0f6935-d94f-44d4-95d0-fdab6b5b50a4'}, 'quantity': {'N': '3'}}}]}",{'S': 'b30ea24a-0af3-4327-83e9-21f7d39e68d8'}
{'N': '0'},{'S': '956b3677-c8a4-4ca6-abb5-c52d0636eab1'},"{'L': [{'M': {'productId': {'S': '16fe8ae3-21de-41b7-8a9b-df461feff8b1'}, 'quantity': {'N': '3'}}}]}",{'S': '2ea2c512-9b3f-4c2f-ae7c-f179621cccbc'}
{'N': '0'},{'S': '0ced8612-e57c-4beb-af0a-33c077845fd8'},"{'L': [{'M': {'productId': {'S': '6557a4a9-c06b-4c43-9b81-16453ef20a13'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': '8165bf7a-d3c7-466e-862d-babd9deb8001'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': 'e395da27-185b-4404-937e-82bec997c274'}, 'quantity': {'N': '4'}}}]}",{'S': '2ea2c512-9b3f-4c2f-ae7c-f179621cccbc'}
{'N': '0'},{'S': '9019c863-9160-4de0-8b16-7c90c7fd09ef'},"{'L': [{'M': {'productId': {'S': '1de8bff6-6986-4a95-ae8b-7bd41296f3ae'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': 'bb33bf85-ddab-4f2e-b186-e478c90ea1a9'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': '5d0f6935-d94f-44d4-95d0-fdab6b5b50a4'}, 'quantity': {'N': '4'}}}]}",{'S': '4b02147f-fd02-46a8-9bd2-98bed9fe64c6'}
{'N': '0'},{'S': '06d48071-e190-4731-9160-d2e1c6360b5d'},"{'L': [{'M': {'productId': {'S': '2ec90391-a901-4ece-92d6-8328e3546e24'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': 'cfd91268-4da5-4fa7-ad23-4b8763477a2c'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': 'e339b9e2-729a-430d-9426-06ee042e242d'}, 'quantity': {'N': '2'}}}]}",{'S': 'fcea5204-b631-40bd-a005-6c8ebf1f8ce5'}
{'N': '0'},{'S': 'bdebafb5-80b7-48d9-802a-35f0a3bacaf0'},"{'L': [{'M': {'productId': {'S': '89a8e8e3-f62b-4082-8105-3ad994fd94cd'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': '16fe8ae3-21de-41b7-8a9b-df461feff8b1'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': '5d0f6935-d94f-44d4-95d0-fdab6b5b50a4'}, 'quantity': {'N': '4'}}}]}",{'S': 'cd06ad9c-367c-41bd-8473-46a58b836e95'}
{'N': '0'},{'S': '6b404d6a-3ee9-4db1-b687-64ea6b80fee3'},"{'L': [{'M': {'productId': {'S': '96dcddba-6f77-4f24-aaef-15b9a8f6807e'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': '94983fec-470b-4105-a113-d75830cce0ab'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': '8b4dec03-c4a6-469a-b514-6705f01df75e'}, 'quantity': {'N': '3'}}}]}",{'S': '2ea2c512-9b3f-4c2f-ae7c-f179621cccbc'}
{'N': '0'},{'S': 'ab56c7db-c939-4757-91fc-f08962134218'},"{'L': [{'M': {'productId': {'S': '1de8bff6-6986-4a95-ae8b-7bd41296f3ae'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': 'fffdf35d-2ba9-41f3-823f-01cd094965e0'}, 'quantity': {'N': '1'}}}]}",{'S': 'fcea5204-b631-40bd-a005-6c8ebf1f8ce5'}
{'N': '0'},{'S': '9221fb68-a8c3-4884-bd38-8ce15d60f84f'},"{'L': [{'M': {'productId': {'S': '1de8bff6-6986-4a95-ae8b-7bd41296f3ae'}, 'quantity': {'N': '4'}}}]}",{'S': 'd07bddbf-261f-42cf-91a3-f230e56b3f7b'}
{'N': '0'},{'S': 'c0ffe32e-c50d-4351-b818-b4da3d400ef8'},"{'L': [{'M': {'productId': {'S': 'ab8cd362-6dbd-4fd5-a2bc-6db57ec5b59d'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': '8a9e5bda-ad32-47fd-842b-773c5c5b67f7'}, 'quantity': {'N': '4'}}}]}",{'S': '57eea59d-1136-462e-ae40-910e26f79168'}
{'N': '0'},{'S': 'b62f3ff4-36d3-4e36-b306-93a1482d4759'},"{'L': [{'M': {'productId': {'S': 'b0b7c66e-5be4-460f-afef-43bc0d8e0dfc'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': 'bb33bf85-ddab-4f2e-b186-e478c90ea1a9'}, 'quantity': {'N': '3'}}}]}",{'S': 'b34a855e-0fb2-4892-ad6d-5c08577abf01'}
{'N': '0'},{'S': '8e96e306-4315-4e57-9e9c-bf5c1c92ba4a'},"{'L': [{'M': {'productId': {'S': 'cd8bfb4c-7cd2-42a4-9705-e6a35f1a79aa'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': 'cfd91268-4da5-4fa7-ad23-4b8763477a2c'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': 'ab8cd362-6dbd-4fd5-a2bc-6db57ec5b59d'}, 'quantity': {'N': '1'}}}]}",{'S': '2ea2c512-9b3f-4c2f-ae7c-f179621cccbc'}
{'N': '0'},{'S': '96e2fa14-e408-4c55-871a-6d5db545cac3'},"{'L': [{'M': {'productId': {'S': '1efaecf3-56fb-4abc-8fa6-8cc0520c15c3'}, 'quantity': {'N': '2'}}}]}",{'S': 'b34a855e-0fb2-4892-ad6d-5c08577abf01'}
{'N': '0'},{'S': '7dd2bd86-ec01-4048-aa6e-7195d537386b'},"{'L': [{'M': {'productId': {'S': '8a9e5bda-ad32-47fd-842b-773c5c5b67f7'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': '62071cbb-1d66-40f3-9a03-7ec4df782a1f'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': '27254a5c-ac7a-4031-8d02-0ff2834f6bd3'}, 'quantity': {'N': '3'}}}]}",{'S': 'fcea5204-b631-40bd-a005-6c8ebf1f8ce5'}
{'N': '0'},{'S': '03a4cd72-fae2-48a5-a229-cf3850369077'},"{'L': [{'M': {'productId': {'S': 'bd884af0-b42a-45bb-b0b4-7156219caecd'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': '2ec90391-a901-4ece-92d6-8328e3546e24'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': '94983fec-470b-4105-a113-d75830cce0ab'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': '3fdb58ff-b4ce-4a25-8457-1ea0f38e1831'}, 'quantity': {'N': '2'}}}]}",{'S': '5c2933f1-64b8-463e-a6a1-c77cd876f128'}
{'N': '0'},{'S': '0c368b9d-9d35-4c2a-b232-204bcf9ea09c'},"{'L': [{'M': {'productId': {'S': '19b006ff-c340-4151-916a-dbbbcb717ddc'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': '1efaecf3-56fb-4abc-8fa6-8cc0520c15c3'}, 'quantity': {'N': '3'}}}]}",{'S': '51ff1b23-cf4c-481d-8db9-bfac9cf1ca67'}
{'N': '0'},{'S': '89689696-4232-44ec-b6da-fb1a96eb5166'},"{'L': [{'M': {'productId': {'S': '62071cbb-1d66-40f3-9a03-7ec4df782a1f'}, 'quantity': {'N': '2'}}}]}",{'S': 'b6463b72-650f-46d8-8c6e-ccdd88a584b6'}
{'N': '0'},{'S': 'b32602a1-bd93-4d53-87f8-ae3037b0d0b0'},"{'L': [{'M': {'productId': {'S': 'cfd91268-4da5-4fa7-ad23-4b8763477a2c'}, 'quantity': {'N': '4'}}}]}",{'S': '888cc892-afd3-45e1-ab1c-ac98d58e934b'}
{'N': '0'},{'S': '00768d89-398b-4736-8f18-684338111c96'},"{'L': [{'M': {'productId': {'S': '2d1345eb-d630-48a8-9307-0f71bc8380e8'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': '16fe8ae3-21de-41b7-8a9b-df461feff8b1'}, 'quantity': {'N': '3'}}}]}",{'S': 'd07bddbf-261f-42cf-91a3-f230e56b3f7b'}
{'N': '0'},{'S': 'bfaeff66-6af6-410e-b73b-846c0490e613'},"{'L': [{'M': {'productId': {'S': '2ec90391-a901-4ece-92d6-8328e3546e24'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': '94983fec-470b-4105-a113-d75830cce0ab'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': '62071cbb-1d66-40f3-9a03-7ec4df782a1f'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': 'ab8cd362-6dbd-4fd5-a2bc-6db57ec5b59d'}, 'quantity': {'N': '4'}}}]}",{'S': '4075fafe-f429-4c45-961d-10d5e8bcc210'}
{'N': '0'},{'S': '3b008eca-9a5a-4b86-a3fd-9333a7df8a37'},"{'L': [{'M': {'productId': {'S': '56f03f7c-9111-44a3-bdd2-2457252034f3'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': 'ab8cd362-6dbd-4fd5-a2bc-6db57ec5b59d'}, 'quantity': {'N': '2'}}}]}",{'S': '4075fafe-f429-4c45-961d-10d5e8bcc210'}
{'N': '0'},{'S': '7563acc2-33f4-4221-be55-584a60985b93'},"{'L': [{'M': {'productId': {'S': 'bb33bf85-ddab-4f2e-b186-e478c90ea1a9'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': 'bb33bf85-ddab-4f2e-b186-e478c90ea1a9'}, 'quantity': {'N': '1'}}}]}",{'S': '51ff1b23-cf4c-481d-8db9-bfac9cf1ca67'}
{'N': '0'},{'S': '6563b230-a3ee-4b58-963a-3f4892c19ea9'},"{'L': [{'M': {'productId': {'S': 'bb33bf85-ddab-4f2e-b186-e478c90ea1a9'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': '2d1345eb-d630-48a8-9307-0f71bc8380e8'}, 'quantity': {'N': '3'}}}]}",{'S': '887c38f2-7228-4ba9-ba30-0b057fea062b'}
{'N': '0'},{'S': 'e8a95af7-317c-49cd-bd0e-40f3ccd586e2'},"{'L': [{'M': {'productId': {'S': '1efaecf3-56fb-4abc-8fa6-8cc0520c15c3'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': '0b5982ed-f5de-48fb-939f-0e4658282523'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': 'fffdf35d-2ba9-41f3-823f-01cd094965e0'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': 'b0b7c66e-5be4-460f-afef-43bc0d8e0dfc'}, 'quantity': {'N': '1'}}}]}",{'S': '6ba38195-e12d-4950-8f94-002c0d566867'}
{'N': '0'},{'S': '7706db5d-e663-48d9-9f3e-0596cfe05d41'},"{'L': [{'M': {'productId': {'S': 'ab8cd362-6dbd-4fd5-a2bc-6db57ec5b59d'}, 'quantity': {'N': '2'}}}]}",{'S': '5c2933f1-64b8-463e-a6a1-c77cd876f128'}
{'N': '0'},{'S': '459f88aa-c8cc-4f57-8e2b-89ddd7bdf45c'},"{'L': [{'M': {'productId': {'S': '9a438b65-a653-4408-802f-27ce83048606'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': '1de8bff6-6986-4a95-ae8b-7bd41296f3ae'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': 'bd884af0-b42a-45bb-b0b4-7156219caecd'}, 'quantity': {'N': '1'}}}]}",{'S': '4b02147f-fd02-46a8-9bd2-98bed9fe64c6'}
{'N': '0'},{'S': 'ffe17b1b-081e-4411-9d1a-03b8f47859ff'},"{'L': [{'M': {'productId': {'S': '5d0f6935-d94f-44d4-95d0-fdab6b5b50a4'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': '16fe8ae3-21de-41b7-8a9b-df461feff8b1'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': '3fdb58ff-b4ce-4a25-8457-1ea0f38e1831'}, 'quantity': {'N': '3'}}}]}",{'S': '5c2933f1-64b8-463e-a6a1-c77cd876f128'}
{'N': '0'},{'S': '7c703160-7564-445b-96a0-bebdce365075'},"{'L': [{'M': {'productId': {'S': '6557a4a9-c06b-4c43-9b81-16453ef20a13'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': '0b5982ed-f5de-48fb-939f-0e4658282523'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': '1de8bff6-6986-4a95-ae8b-7bd41296f3ae'}, 'quantity': {'N': '4'}}}]}",{'S': 'cd06ad9c-367c-41bd-8473-46a58b836e95'}
{'N': '0'},{'S': '5b9eaa2b-cf81-4f7a-a344-50f1f6148ec6'},"{'L': [{'M': {'productId': {'S': '1efaecf3-56fb-4abc-8fa6-8cc0520c15c3'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': '95ebdf10-bd0e-4288-b450-46fefd3204af'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': '6557a4a9-c06b-4c43-9b81-16453ef20a13'}, 'quantity': {'N': '3'}}}]}",{'S': 'cd06ad9c-367c-41bd-8473-46a58b836e95'}
{'N': '0'},{'S': '74873dc5-eeca-48d6-a9f5-d270dca2d491'},"{'L': [{'M': {'productId': {'S': '76877de1-cc00-4347-b4d9-57125e4cea2e'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': '1de8bff6-6986-4a95-ae8b-7bd41296f3ae'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': 'cfd91268-4da5-4fa7-ad23-4b8763477a2c'}, 'quantity': {'N': '2'}}}]}",{'S': '57eea59d-1136-462e-ae40-910e26f79168'}
{'N': '0'},{'S': '718ad153-8f25-4cb7-bf8e-080d94fac930'},"{'L': [{'M': {'productId': {'S': '62071cbb-1d66-40f3-9a03-7ec4df782a1f'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': '6557a4a9-c06b-4c43-9b81-16453ef20a13'}, 'quantity': {'N': '4'}}}]}",{'S': '5bc36ac6-f5fb-4a54-89aa-0b6f41cf0942'}
{'N': '0'},{'S': '557f2e7f-84ab-45e5-b2b8-849d25338b4f'},"{'L': [{'M': {'productId': {'S': '94983fec-470b-4105-a113-d75830cce0ab'}, 'quantity': {'N': '4'}}}]}",{'S': '2ea2c512-9b3f-4c2f-ae7c-f179621cccbc'}
{'N': '0'},{'S': 'fc10126d-7279-46a9-9b63-cb9a80b6cc55'},"{'L': [{'M': {'productId': {'S': '89a8e8e3-f62b-4082-8105-3ad994fd94cd'}, 'quantity': {'N': '1'}}}]}",{'S': '4075fafe-f429-4c45-961d-10d5e8bcc210'}
{'N': '0'},{'S': 'ada95fa3-e48a-4e14-98ae-ec794f902673'},"{'L': [{'M': {'productId': {'S': '2ec90391-a901-4ece-92d6-8328e3546e24'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': '3fdb58ff-b4ce-4a25-8457-1ea0f38e1831'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': 'be78d5a2-774a-480c-8370-0d1a4e4a62c1'}, 'quantity': {'N': '2'}}}]}",{'S': '4b02147f-fd02-46a8-9bd2-98bed9fe64c6'}
{'N': '0'},{'S': 'af98b1fa-42a5-4771-b671-40ea1d8d8067'},"{'L': [{'M': {'productId': {'S': '8b4dec03-c4a6-469a-b514-6705f01df75e'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': 'b0b7c66e-5be4-460f-afef-43bc0d8e0dfc'}, 'quantity': {'N': '2'}}}]}",{'S': 'd07bddbf-261f-42cf-91a3-f230e56b3f7b'}
{'N': '0'},{'S': '0a362f74-e8a1-4b63-bbdf-8f36480a9ee4'},"{'L': [{'M': {'productId': {'S': 'ab8cd362-6dbd-4fd5-a2bc-6db57ec5b59d'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': '5d60a4e5-a052-4589-88c7-19fbf7745f98'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': 'e395da27-185b-4404-937e-82bec997c274'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': 'ab8cd362-6dbd-4fd5-a2bc-6db57ec5b59d'}, 'quantity': {'N': '4'}}}]}",{'S': '2ea2c512-9b3f-4c2f-ae7c-f179621cccbc'}
{'N': '0'},{'S': '8c065987-e720-45ea-9124-00b536369a6d'},"{'L': [{'M': {'productId': {'S': '6557a4a9-c06b-4c43-9b81-16453ef20a13'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': '76877de1-cc00-4347-b4d9-57125e4cea2e'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': 'e339b9e2-729a-430d-9426-06ee042e242d'}, 'quantity': {'N': '3'}}}]}",{'S': '6ba38195-e12d-4950-8f94-002c0d566867'}
{'N': '0'},{'S': '7f46ba8d-af56-441a-81fa-5d4258c7ce20'},"{'L': [{'M': {'productId': {'S': '1efaecf3-56fb-4abc-8fa6-8cc0520c15c3'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': '27254a5c-ac7a-4031-8d02-0ff2834f6bd3'}, 'quantity': {'N': '3'}}}]}",{'S': '4b02147f-fd02-46a8-9bd2-98bed9fe64c6'}
{'N': '0'},{'S': '52f3fd76-b4dd-48b3-9785-5f6cc724f9f0'},"{'L': [{'M': {'productId': {'S': '96dcddba-6f77-4f24-aaef-15b9a8f6807e'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': '5d60a4e5-a052-4589-88c7-19fbf7745f98'}, 'quantity': {'N': '3'}}}]}",{'S': '887c38f2-7228-4ba9-ba30-0b057fea062b'}
{'N': '0'},{'S': '4d162f01-3246-4dfe-bfe4-acd9815f9f99'},"{'L': [{'M': {'productId': {'S': '8165bf7a-d3c7-466e-862d-babd9deb8001'}, 'quantity': {'N': '3'}}}, {'M': {'productId': {'S': 'b0b7c66e-5be4-460f-afef-43bc0d8e0dfc'}, 'quantity': {'N': '4'}}}, {'M': {'productId': {'S': '56f03f7c-9111-44a3-bdd2-2457252034f3'}, 'quantity': {'N': '4'}}}]}",{'S': 'cd06ad9c-367c-41bd-8473-46a58b836e95'}
{'N': '0'},{'S': '6802dfb1-b3e5-4aec-8bdd-978e4219f57a'},"{'L': [{'M': {'productId': {'S': '94983fec-470b-4105-a113-d75830cce0ab'}, 'quantity': {'N': '2'}}}, {'M': {'productId': {'S': '522f3760-5875-4712-978f-c00d37f03f27'}, 'quantity': {'N': '2'}}}]}",{'S': '4cd2f3df-56f4-49e8-a9c7-d1bda618ed57'}
{'N': '0'},{'S': 'da422cf1-e05d-441b-8981-9d22a0f5adc7'},"{'L': [{'M': {'productId': {'S': 'cfd91268-4da5-4fa7-ad23-4b8763477a2c'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': '62071cbb-1d66-40f3-9a03-7ec4df782a1f'}, 'quantity': {'N': '4'}}}]}",{'S': 'fcea5204-b631-40bd-a005-6c8ebf1f8ce5'}
{'N': '0'},{'S': '4fae8f9a-032e-4e72-bcc4-e012a439436c'},"{'L': [{'M': {'productId': {'S': '3fdb58ff-b4ce-4a25-8457-1ea0f38e1831'}, 'quantity': {'N': '2'}}}]}",{'S': 'b6463b72-650f-46d8-8c6e-ccdd88a584b6'}
{'N': '0'},{'S': 'fc221fdd-589b-4290-a1c0-7c2902bae54f'},"{'L': [{'M': {'productId': {'S': '94983fec-470b-4105-a113-d75830cce0ab'}, 'quantity': {'N': '1'}}}, {'M': {'productId': {'S': '19b006ff-c340-4151-916a-dbbbcb717ddc'}, 'quantity': {'N': '2'}}}]}",{'S': 'b6463b72-650f-46d8-8c6e-ccdd88a584b6'}
